,brand_id,Brand
1220,1221,錦華坊
1221,1222,鍾意美食
1222,1223,鑽石牌
1223,1224,長城牌
1224,1225,開心牌
1225,1226,閨家
1226,1227,阿一
1227,1228,阿佩羅
1228,1229,阿根廷仙塔茱莉亞
1229,1230,阿根廷堤麗雅
1230,1231,阿根廷戴雲路
1231,1232,阿根廷野雁
1232,1233,阿洛加
1233,1234,阿華田
1234,1235,陳記
1235,1236,陸羽
1236,1237,陽光
1237,1238,雀巢
1238,1239,雀巢-
1239,1240,雀巢ＤＯＬＣＥ　ＧＵＳＴＯ
1240,1241,雄雞標
1241,1242,雅培
1242,1243,雅樂思
1243,1244,雅茉茶
1244,1245,雙人徐
1245,1246,雙羊
1246,1247,雙象地球牌
1247,1248,雪御膳
1248,1249,雲霧之灣
1249,1250,雷柯德
1250,1251,霧島
1251,1252,青島
1252,1253,青葉
1253,1254,非凡
1254,1255,響鈴
1255,1256,風味牌
1256,1257,飄仙
1257,1258,食益寶
1258,1259,養命
1259,1260,養養
1260,1261,香港豬嘜牌
1261,1262,香記—香港情懷
1262,1263,香香
1263,1264,馬天利
1264,1265,馬爹利
1265,1266,馬玉山
1266,1267,駱駝嘜
1267,1268,騎士
1268,1269,高富牌
1269,1270,高島
1270,1271,高雲
1271,1272,高雲牌
1272,1273,鬼佬
1273,1274,鮮盒子
1274,1275,鴻福堂
1275,1276,鴻褔堂
1276,1277,鷹嘜
1277,1278,鷹嘜煉奶
1278,1279,鷹金錢
1279,1280,麒麟
1280,1281,麥卡倫
1281,1282,麥提莎
1282,1283,麥格根零系
1283,1284,麥維他
1284,1285,麥菲士
1285,1286,黃飛紅
1286,1287,黑白
1287,1288,黑金傳奇
1288,1289,點點綠
